node_id,sampling_interval_ms,deadband_value,deadband_type,active,keywords
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_OPbeW_xGQuFalyJM,500,,,1,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_WKsIr_sDVCqThlkb,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_eGDyq_IjOaFEbCrp,100,88,ABSOLUTE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_hRrSl_TpoLMYwhfm,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_rZdAm_OyBVtmXJxv,100,88,ABSOLUTE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ln_uPkzx_OIQufTWLks,1000,,,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lo_YAKUE_mSsLYBDcwV,1000,,,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lo_lsjUM_rbQJZITcUe,100,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_KoTYP_PvKEyCpSwF,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_QTSno_RnVitlqJpf,500,,,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_gykAc_mgtMxTORXw,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lp_hnmCe_mXlUTBRpaQ,500,,,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_BQFfa_ULMDpwjSum,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_BtImU_itwaChpdAV,1000,88,ABSOLUTE,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_DywOA_WkDnNPeJEg,500,,,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_SeFyj_kgRTCjHxmu,500,88,ABSOLUTE,1,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_YJNah_ZYqLCVaTuQ,1000,,,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_gUByM_QYCmJUfHva,500,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_gXAsz_GpSWPhuQtx,1000,88,ABSOLUTE,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lq_sRBgn_bnDkBfjyTY,1000,,,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_CKsrj_bwxmtkKnXW,100,,,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_DEgWP_tjawVoqfvP,1000,9,RELATIVE,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_KBfrN_fpvujGRyKX,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_MOwZs_nNdCifxjKz,100,88,ABSOLUTE,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_TcIvz_nvSIHbUYZQ,100,88,ABSOLUTE,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_UdCrK_MYVnSrIvgi,100,9,RELATIVE,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_ZFwgM_XbehymEzQk,500,9,RELATIVE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_dozPG_wsqXyLbAVH,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_jwsQA_PIzNrZLVqe,500,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_oGrym_lLRaIuiGXb,500,,,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lr_yvaGn_PTlkyWqdYn,500,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_Mcavw_ThWqrXDodQ,1000,,,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_VmXRJ_FxOIudapBg,500,88,ABSOLUTE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_mKfsZ_xXOHBtfonb,1000,,,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_ouYfX_AyqDmJwvGB,500,88,ABSOLUTE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.ls_qewVz_NgFjtznOEe,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_APNwC_yeXtoaJGIT,1000,88,ABSOLUTE,0,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_QNwAb_EmDgWNoxQF,500,9,RELATIVE,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_eLwta_zMRQrZwGhl,500,,,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_fhVyq_tyiNCFTpaH,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_mdrvE_hwMoUWHGkP,500,88,ABSOLUTE,0,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_vduCi_kZfqaQDThR,500,88,ABSOLUTE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_wAWlK_EFinagwYle,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_xMODf_BhrCdqWRwS,100,,,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lt_zZFhc_hXvmdKjQep,100,88,ABSOLUTE,0,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lu_XFawO_fWrZCVYxPB,1000,9,RELATIVE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.lu_fglpR_VZHRWpgYbX,500,88,ABSOLUTE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.lv_CBovx_nCJyXDfLUu,1000,,,0,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lv_QHDSi_FmWdMfnqBe,1000,9,RELATIVE,0,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.lw_LAlVR_QFYShbUEey,1000,9,RELATIVE,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lw_SkGlz_tTGMCJbudL,1000,9,RELATIVE,1,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lw_jQoXg_elKNakHJIm,1000,88,ABSOLUTE,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_KEBOC_loTnJUZELB,500,9,RELATIVE,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_iCenY_dosZVHvjEk,100,9,RELATIVE,1,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_mnLqN_YKqrDygBlA,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lx_xHZiE_ayKBEwxfMn,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_MkCvz_GVIThuCZJt,1000,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_eQfnS_SHQeUTkvAr,100,88,ABSOLUTE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_mbEta_cAVdzQwPjF,100,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_pImPD_WBSYayEJLz,1000,88,ABSOLUTE,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_pmcgl_mEFaQulOJM,100,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_qjkXA_xoGPUIJegq,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_wmVMx_WyEsKMxqYR,1000,9,RELATIVE,0,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_xKZky_hlgAUNWQFG,500,9,RELATIVE,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.ly_xiqOY_gBzLSWAuRT,1000,,,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_GRQEF_xSHAoehRVp,100,9,RELATIVE,0,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_TmBDw_gWDwaqKbpT,100,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_YZJnX_rGujfwqgJe,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.lz_eHLuo_aYXNzBjGkP,1000,9,RELATIVE,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_GdsMP_pygWTOtsiN,1000,,,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_KLAMS_BcHmJpOxlN,1000,,,1,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_LzHGy_RJOELqIQFh,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_OzMEZ_NxpgGjkHnK,100,88,ABSOLUTE,0,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_YpNOU_LsUQJnaNOu,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_eXJFc_fhNbkQLUaZ,1000,,,1,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mA_jxYMJ_lGKBIwJzct,100,,,1,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_AgpjP_orTJwXVQSc,100,,,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_CNEel_qDEyHLwtUz,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_FprRk_VIYxqnbRGv,500,88,ABSOLUTE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_OFezn_YIHAziRTuo,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_QUlOA_ClzTpJuHfR,500,,,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_TLEpl_ErUJPczvwp,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_wEhia_STlRnecyHf,1000,,,1,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mB_yDIUZ_owLybqjzcG,100,9,RELATIVE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_CZgQc_YywcXMLGHd,500,9,RELATIVE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_KeyYV_npjPCgrozD,100,88,ABSOLUTE,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_WucvU_UeNcfVIBtZ,500,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_Zuefy_gSFpGskfjV,100,,,1,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_kEhGC_zpdneXYhOP,100,,,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_ukxQi_ElkjUGFJfI,100,9,RELATIVE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mC_xYKeL_hMNWJFBHuR,100,9,RELATIVE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_MGFwV_klGLjYBxSs,100,9,RELATIVE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_OgAQv_pTZlkNwKjC,500,88,ABSOLUTE,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_hIRPU_glxbmBaIOM,1000,,,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mD_ixLIJ_CGUpvZkoHe,1000,9,RELATIVE,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mE_BOHWG_HEIaCrtFWy,1000,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mE_SIefD_bhwaZLHFdg,1000,,,0,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mE_mcWeG_TxFtDHPysR,100,9,RELATIVE,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mE_oLceP_nylsxIkBEb,100,88,ABSOLUTE,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mE_oVjqg_UEdXweKcQA,500,88,ABSOLUTE,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_CLnkW_wBlPmdXaDs,500,88,ABSOLUTE,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_JVwgY_vCaMFEHzGf,500,88,ABSOLUTE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_TMXZN_dxUCDNAYfZ,500,9,RELATIVE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_ZixIL_aZoHzPGUTm,500,88,ABSOLUTE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_vVqby_fCAFchUpIH,100,,,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mF_xbVmZ_yZTDnNBkox,1000,,,0,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_HwZhm_nBHSkelbRY,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_IqSFG_RtrzpLVqEf,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_OctMn_dhRHXWwfTj,100,,,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_PZvkz_XCKlZpcRVP,500,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_ZuUGw_mPBLwEyduF,100,9,RELATIVE,1,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_ZyaOE_onNGHyApeU,1000,,,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_jeJAT_bevPKXkwZf,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_tKfQu_lXxTyDBzbo,100,9,RELATIVE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mG_wuFJR_xrIAoJZsOp,500,,,1,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_GcklM_kjNTSRcPen,100,88,ABSOLUTE,1,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_JbnpB_bqEMKfmzgQ,1000,9,RELATIVE,1,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_ciIuT_ciWJlzKjra,100,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_eoEqO_CBseoKGEcv,100,9,RELATIVE,1,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mH_uZYRt_jkOZNwoLRl,500,88,ABSOLUTE,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_DhfER_QJjrxFBKCY,500,88,ABSOLUTE,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_ItVWk_fBEjiOcTrZ,100,,,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_OPKkH_jKTkEJmLMO,500,9,RELATIVE,0,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_kbuiR_vUTIDNsQjq,100,88,ABSOLUTE,1,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_nmbZj_aPqceCQGIY,100,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_pksaX_DxoSKbjXBZ,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_rlxVj_JHUaOgVEnK,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_tfMgC_lLUDxoZezO,100,88,ABSOLUTE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_xHvFA_wkGqnxmLXv,1000,9,RELATIVE,1,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mI_yWnSg_qzvKTmlfcA,100,9,RELATIVE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_HbLCx_efgTXdlYJH,100,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_IxCke_WMoqLUBQdh,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_ObKBX_Nnvyjebalo,100,,,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mJ_oVUHR_omtcUFwkZb,500,9,RELATIVE,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_CRHIq_XaqzMVmThf,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_Evfbh_RswPvorylO,1000,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_GVuDl_uXfPmqtlwB,1000,88,ABSOLUTE,0,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_UhasD_waRXStgLvE,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_cKhyI_JBQWXHOSjP,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_fTUHy_aKChOmIokQ,500,9,RELATIVE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_gozNy_lvfmKcjawt,1000,,,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mK_hStfE_cNSXthljEu,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_FNtKL_BturIcYoyk,500,,,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_HhfNp_FkzaXURZTE,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_KgutO_QpHTleROEI,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_KuQal_pIeagdvCUt,500,,,1,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_RjuCc_mgBceEaIJs,1000,,,0,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_TdIHx_pZayDmQJzd,100,88,ABSOLUTE,1,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_YUXgp_OKQcNbpDWy,100,,,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_dPxDv_ysWPgqdibz,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_uZCRT_sSBTwHuCzf,1000,,,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mL_upeJR_WBnVYbUJeN,1000,,,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_EuLzG_jHAYmlkwoJ,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_LBsrW_WGVtRDglEf,100,88,ABSOLUTE,0,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_cuvaK_KIsrOvJVTl,500,,,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_dNpXb_HqvUFGCanM,500,9,RELATIVE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_duzek_GpMbEIDvCQ,1000,,,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_hjZWQ_itdFTwjJKa,1000,,,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_mabzf_nVgMxrJSPk,500,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mM_zvlti_RGryEeXkYF,500,9,RELATIVE,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_FKnZj_JnFmUYsEqA,500,88,ABSOLUTE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_ReyZM_GDFatEMVhW,1000,88,ABSOLUTE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_VPsLW_PxbarKMyJA,100,9,RELATIVE,1,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mN_nTJrf_ISfPxZtesJ,500,,,1,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mO_WfIzv_cyuvqODgdR,100,88,ABSOLUTE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mO_hUzMP_gubscULvIa,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mO_pwLjc_NqCDltUpnO,1000,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mO_xPcNQ_jbywGdPDFS,100,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_BnUoZ_QCVhkqvBIS,1000,9,RELATIVE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_CtQxj_qOIyHifLQv,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_LNniQ_AcJSpmtfMC,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_PfljJ_PlLktZYHmi,1000,9,RELATIVE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_eOwDu_ntzbcrWTel,100,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_gAIcN_pGMZtvcPgl,1000,,,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_qzJHj_JdhfvejDWl,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mP_uPDyA_pydYRTPHvN,100,,,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_DrBWf_SfdauDArHR,500,9,RELATIVE,0,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_Hgwci_buJsQNFvAi,500,,,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_QZHRp_iPbWyUmjFT,100,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_YmFMa_ebEpdOGMKt,500,,,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_fYmGy_vxPNckLyhR,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mQ_mMzSw_EkgqHJXVMU,1000,,,0,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mR_CgljO_mMWiexVHNK,1000,9,RELATIVE,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mR_IwjvS_gctdxzRsKC,100,,,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mR_PBrok_RvqcYgFQeL,100,88,ABSOLUTE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mS_HSTRC_ungYWrDTjS,100,88,ABSOLUTE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mS_bHAXk_nFzGyeJijp,1000,88,ABSOLUTE,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mS_dGJKN_PAOEuZJVUe,500,,,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_FOuUD_bJWypokBqh,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_HKOhx_JLIKqOARmf,500,88,ABSOLUTE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_RNSuc_JTQntUvdDR,500,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_Yoqmf_cRlamLDbAC,1000,9,RELATIVE,1,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_cnuJC_RNQunWHLVy,1000,88,ABSOLUTE,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_hcDEB_LpMtdZHrFW,500,9,RELATIVE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_jOeHp_uBeTsWLVxC,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_uXizc_yOSMpUALbe,1000,,,1,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mT_zWMDJ_YhdvmDxLTJ,100,9,RELATIVE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mU_AytYv_zpFcxsUTgO,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mU_DfSqh_laRmjhfQKB,100,,,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mU_GzhlK_cZkfQedKaT,1000,9,RELATIVE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mU_UQOsV_AzrMvgydXK,100,,,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mU_XunkS_MbHctTDCVs,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mU_myswR_OhbplMvUwd,500,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mU_qbdmA_uCOpVGdmLE,100,88,ABSOLUTE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mV_HichE_BSpRbrYOay,1000,88,ABSOLUTE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mV_JeqWu_nsoHwZKqYP,1000,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mV_UcsDt_FrReDEXISp,500,88,ABSOLUTE,1,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mV_gTIMl_SxbDqzPjsv,1000,9,RELATIVE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mV_wYQeL_fngUCPBRsw,1000,,,1,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mW_LCGhx_XEvzDZdqKP,1000,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mW_jVvry_dPwbNjoBfK,500,,,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mW_rkJDK_CkojFiPfgs,1000,88,ABSOLUTE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.mW_tFxkv_OEaUKQqPlw,1000,,,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.mX_AeZqU_UgBJoGwCdD,100,,,1,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mX_ZhEbA_awQMcUYHAs,500,9,RELATIVE,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mX_cjCRI_OPZApQojuz,500,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mX_pPZXm_OzMTinaSYp,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mX_xCVaS_AbajncOzPF,500,,,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.mX_xvjGJ_yPTnvVAhiu,1000,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mY_HWAev_rqlAhQOoef,500,,,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mY_JrkgQ_JlsBXzdAfo,500,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.mY_QKFUN_paxutbdMSW,1000,,,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.mY_jNfQO_rRVISaLHUT,500,88,ABSOLUTE,0,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.mY_rhMVN_RASyftoLjP,100,9,RELATIVE,0,[1]
